link_id;link;article_title;article_author;post_date;article_excerpt;categories;site_manual;link_type;img_type;img_url;author_image;author_url;create_date;format;type;level;style;theme;topic;area;technology;other;misc;concatenate;tag_count
L01259;https://paulvanderlaken.com/2018/12/05/learning-functional-programming-purrr/;Learning Functional Programming & purrr;Paul van der Laken;2018-12-05;The purpose of this blog post is twofold. First, I wanted to share these new resources I came across, along with the other resources I already have collected over time on functional programming. Second, I wanted to demonstrate via code why functional programming is so powerful, and how it can speed up, clean, and improve your own workflow.;"post;tutorial;technique;package;rstats;data-science;development";https://paulvanderlaken.com;website;rep;https://paulvanderlaken.files.wordpress.com/2018/12/pp550x5501.jpg?w=475&h=550&crop=1;NA;NA;No;post#package;tutorial;;;data-science;technique;development;rstats;;technology;"post;package;tutorial;data-science;technique;technology;development;rstats";6
L01260;https://www.creativebloq.com/news/stunning-dataviz-project-maps-the-worlds-population;Stunning dataviz project maps the world's population; Jim McCauley;2018-12-12;Spot population mountains with this amazing 3D map.;"post;data-viz;example;inspiration";https://www.creativebloq.com;website;rep;https://cdn.mos.cms.futurecdn.net/ePcBWrcSQoAo9WZYTbktB3-320-80.jpg;NA;NA;No;post;;example;;data-viz#inspiration;;;;;;"post;example;data-viz;inspiration";3
L01261;http://sqljason.com/2018/12/financial-times-visual-vocabulary-power-bi-edition.html;Financial Times Visual Vocabulary: Power BI Edition;SQL Jason;2018;The Financial Times Graphics team created the Visual Vocabulary poster to help all of us make better chart choices. And based on this, Andy Kriebel created the interactive Tableau Edition of the the same. I was so inspired by it that I decided to create the Power BI Edition, and tried to make it as similar as possible.;"data-viz;template;powerbi;guide";http://sqljason.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;;template#guide;;;data-viz;;;powerbi;;technology;"template;guide;data-viz;technology;powerbi";3
L01262;https://pudding.cool/2018/12/3d-cities-story/;Population Mountains;Matt Daniels;2018-12;This is a story about how to perceive the population of cities. ;"article;data-viz;data-story;storytelling;example;inspiration";https://pudding.cool;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;article;;example;;data-viz#inspiration;;data-story;;storytelling;;"article;example;data-viz;inspiration;data-story;storytelling";5
L01264;https://kieranhealy.org/blog/archives/2018/12/12/teaching-and-learning-materials-for-data-visualization/;Teaching and Learning Materials for Data Visualization;Kieran Healy;2018-12-12;Data Visualization: A Practical Introduction will begin shipping next week. I’ve written an R package that contains datasets, functions, and a course packet to go along with the book. The socviz package contains about twenty five datasets and a number of utility and convenience functions.;"post;getting-started;data-viz;package;book;rstats";https://kieranhealy.org;website;rep;https://kieranhealy.org/files/misc/dv-cover-pupress.jpg;NA;NA;No;post#package#book;;getting-started;;data-viz;;;rstats;;technology;"post;package;book;getting-started;data-viz;technology;rstats";4
L01265;http://socviz.co/;Data Visualization - A practical introduction;Kieran Healy;2018-04-25;My main goal is to introduce you to both the ideas and the methods of data visualization in a sensible, comprehensible, reproducible way.;"book;data-viz;guide;concept;principle;method;rstats";http://socviz.co;website;rep;http://socviz.co/assets/dv-cover-pupress.jpg;NA;NA;No;book;guide;;;data-viz;concept#principle#method;;rstats;;technology;"book;guide;data-viz;concept;principle;method;technology;rstats";5
L01266;https://statnmap.com/2018-04-18-draw-maps-like-paintings/;Draw maps like paintings;Sébastien Rochette;2018-04-18;Romain Lesur reminded us about this nice R-package on Github called ggpomological. I found these maps really nice. As I like drawing maps, indeed, I was drawing French regional maps to prepare a tutorial, I decided to take a few minutes to install the library and change the look of my maps.;"post;geospatial;rstats;design;art";https://statnmap.com;website;rep;https://statnmap.com/images/logo_S_hexa.jpg;NA;NA;No;post;;;;;design;geospatial;rstats;art;technology;"post;design;technology;geospatial;rstats;art";5
L01268;https://blog.revolutionanalytics.com/2018/12/azurestor.html;AzureStor: an R package for working with Azure storage;Hong Ooi;2018-12-18;AzureStor implements an interface to Azure Resource Manager, which you can use manage storage accounts: creating them, retrieving them, deleting them, and so forth. This is done via the appropriate methods of the az_resource_group class.;"post;tool;rstats;how-to;introduction";https://blog.revolutionanalytics.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post;how-to;introduction;;;tool;;rstats;;technology;"post;how-to;introduction;tool;technology;rstats";5
L01269;https://docs.microsoft.com/en-us/azure/architecture/reference-architectures/ai/realtime-scoring-r;Real-time scoring of R machine learning models;Hong Ooi;Undated;This reference architecture shows how to implement a real-time web service in R using Azure Machine Learning running in Azure Kubernetes Service (AKS). This architecture is intended to be generic and suited for any predictive model built in R that...;"architecture;rstats;ml";https://docs.microsoft.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;;architecture;;;;;ml;rstats;;technology;"architecture;technology;ml;rstats";3
L01273;https://www.eurekalert.org/pub_releases/2018-12/mali-hib122018.php;How is big data impacting sports analytics?;Mary Ann Liebert;2018-12-20;"Entitled ""Big Data in Sports Analytics ,"" the special issue was led by co-Guest Editors Renato Assunção, PhD, Universidade Federal de Minas Gerais (Brazil), and Konstantinos Pelechrinis, PhD, University of Pittsburgh (PA). ";"post;sports;research;paper";https://www.eurekalert.org;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post#paper;research;;;;;sports;;;;"post;paper;research;sports";3
L01274;https://twitter.com/garymarcus/status/1068898577261322240;Long discussion of deep learning’s great shortcoming now post on Medium: https://t.co/sjUUhi7Gv5;@GaryMarcus;2018-12-01;Long discussion of deep learning’s great shortcoming now post on Medium: https://t.co/sjUUhi7Gv5;"post;dl;pitfall;cautionary-tale;perspective";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1501714358644051970/2qQM-yMC_normal.jpg;http://garymarcus.com;No;post;perspective;;cautionary-tale;pitfall;;dl;;;;"post;perspective;cautionary-tale;pitfall;dl";5
L01276;https://paulvanderlaken.com/2017/08/10/r-resources-cheatsheets-tutorials-books/;R resources (free courses, books, tutorials, & cheat sheets);Paul van der Laken;2021-09-24;Help yourself to these free books, tutorials, packages, cheat sheets, and many more materials for R programming. There’s a separate overview for handy R programming tricks.;"list;book;tutorial;cheatsheet;rstats;resource";https://paulvanderlaken.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;book;list#tutorial#cheatsheet#resource;;;;;;rstats;;technology;"book;list;tutorial;cheatsheet;resource;technology;rstats";3
L01278;https://www.tidyverse.org/articles/2018/11/parsnip-0-0-1/;parsnip;Max Kuhn ;2018-11-28;The parsnip package is now on CRAN. It is designed to solve a specific problem related to model fitting in R, the interface. Many functions have different interfaces and arguments names and parsnip standardizes the interface for fitting models as well as the return values. When using parsnip, you don’t have to remember each interface and its unique set of argument names to easily move between R packages.;"post;introduction;package;model;tool;technique";https://www.tidyverse.org;website;rep;https://d33wubrfki0l68.cloudfront.net/d4d37bb8cd7bebacbb81f539bf7add7c1bc4216e/1a840/blog/2018/11/parsnip-0-0-1/parsnip-0-0-1-wd.jpg;NA;NA;No;post#package;;introduction;;;tool#technique;model;;;;"post;package;introduction;tool;technique;model";4
L01284;https://www.jessesadler.com/post/gis-with-r-intro/;Introduction to GIS with R;Jesse Sadler;2018-02-07;Spatial data with the sp and sf packages;"post;introduction;rstats;geospatial;technique;tutorial";https://www.jessesadler.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post;tutorial;introduction;;;technique;geospatial;rstats;;technology;"post;tutorial;introduction;technique;technology;geospatial;rstats";6
L01286;https://blogs.rstudio.com/tensorflow/posts/2018-12-18-object-detection-concepts/;Concepts in object detection;Sigrid Keydana;2018-12'18;In this post, we want to detail one viable approach, explaining (and coding) the steps involved. We won’t, however, end up with a production-ready model.;"post;technique;overview;tensorflow;image-recognition;explainer";https://blogs.rstudio.com;website;rep;https://blogs.rstudio.com/tensorflow/posts/2018-12-18-object-detection-concepts/images/results.jpg;NA;NA;No;post;;overview#explainer;;;technique;image-recognition;tensorflow;;technology;"post;overview;explainer;technique;technology;image-recognition;tensorflow";5
L01287;https://twitter.com/apreshill/status/1075841858939510784/photo/1;"My `knitr::include_url(""link"")` trick continues to delight in #rstats #xaringan: look at this #bookdown book! 🤓
(all this prep is for our @rstudio::conf Advanced R Markdown workshop in January, if you are curious- all slides and materials will be shared!) https://t.co/yzDtw0DF7d";@apreshill;2018-12-20;"My `knitr::include_url(""link"")` trick continues to delight in #rstats #xaringan: look at this #bookdown book! 🤓

(all this prep is for our @rstudio::conf Advanced R Markdown workshop in January, if you are curious- all slides and materials will be shared!) https://t.co/yzDtw0DF7d";"post;tip;rstats";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1515179295416598530/_nm6VqOG_normal.jpg;http://www.apreshill.com;No;post;tip;;;;;;rstats;;technology;"post;tip;technology;rstats";3
L01288;https://rviews.rstudio.com/2016/11/11/easy-tricks-you-mightve-missed/;RStudio IDE Easy Tricks You Might've Missed;Sean Lopp;2016-11-11;The RStudio IDE reached version 1.0 this month. The IDE has come a long way since the initial release 5 and a half years ago. Many major features have been built: projects, package building tools, notebooks. During that same period, often hidden in the shadows, a growing list of smaller features has been changing lives. In celebration of version 1.0 this post hopes to spread fanfare for a few of these easy-to-miss tools.;"post;tip;rstats;";https://rviews.rstudio.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post;tip;;;;;;rstats;;technology;"post;tip;technology;rstats";3
L01289;https://www.thenewatlantis.com/publications/why-data-is-never-raw;Why Data Is Never Raw;Nick Barrowman;2018;On the seductive myth of information free of human judgment;"essay;article;data;pitfall;peril";https://www.thenewatlantis.com;website;rep;https://www.thenewatlantis.com/wp-content/uploads/legacy/20181220_TNA56Barrowmanbanner.jpg;NA;NA;No;article;essay;;peril;pitfall;data;;;;;"article;essay;peril;pitfall;data";5
L01290;https://foreignpolicy.com/2018/12/25/the-welfare-state-is-committing-suicide-by-artificial-intelligence/;The Welfare State Is Committing Suicide by Artificial Intelligence;Jacob Mchangama, Hin-Yan Liu;2018-12-25;Everyone likes to talk about the ways that liberalism might be killed off, whether by populism at home or adversaries abroad. Fewer talk about the growing indications in places like Denmark that liberal democracy might accidentally commit suicide.;"article;ai;pitfall;peril";https://foreignpolicy.com;website;rep;https://foreignpolicy.com/wp-content/uploads/2022/07/zhengzhou-henan-bank-protest-china-2022-07-10T154913Z_324484214_RC239V98XFBI_RTRMADP_3_CHINA-BANK-PROTESTS.jpg?w=1500?quality=90;NA;NA;No;article;;;peril;pitfall;;ai;;;;"article;peril;pitfall;ai";4
